month_end_date,department_id,provider_id,visit_type_id,visit_type_name,new_visit_flag,metric_label,scheduling_workflow,online_scheduled_count,online_enabled_count,online_scheduling_start_date
2024-07-31,102,PROV_0041,VT_NEW,New Patient,1,Appt_Sched_PF,Open,3,49,2023-01-01
2024-07-31,110,PROV_0042,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,69,2023-01-01
2024-07-31,109,PROV_0043,VT_NEW,New Patient,1,Appt_Sched_PF,Open,12,118,2023-01-01
2024-07-31,105,PROV_0044,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,4,62,2023-01-01
2024-07-31,101,PROV_0045,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,12,119,2023-01-01
2024-07-31,112,PROV_0046,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,99,2023-01-01
2024-07-31,106,PROV_0047,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,57,2023-01-01
2024-07-31,111,PROV_0048,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,5,64,2023-01-01
2024-07-31,109,PROV_0049,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,114,2023-01-01
2024-07-31,110,PROV_0050,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,3,49,2023-01-01
2024-07-31,110,PROV_0051,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,6,72,2023-01-01
2024-07-31,103,PROV_0052,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,86,2023-01-01
2024-07-31,105,PROV_0053,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,61,2023-01-01
2024-07-31,106,PROV_0054,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,70,2023-01-01
2024-07-31,106,PROV_0055,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,67,2023-01-01
2024-07-31,101,PROV_0056,VT_NEW,New Patient,1,Appt_Sched_PF,Open,12,118,2023-01-01
2024-07-31,107,PROV_0057,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,2,44,2023-01-01
2024-07-31,109,PROV_0059,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,87,2023-01-01
2024-07-31,109,PROV_0060,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,6,55,2023-01-01
2024-07-31,112,PROV_0061,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,3,35,2023-01-01
2024-07-31,109,PROV_0062,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,110,2023-01-01
2024-07-31,105,PROV_0063,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,7,90,2023-01-01
2024-07-31,112,PROV_0064,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,106,2023-01-01
2024-07-31,105,PROV_0065,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,88,2023-01-01
2024-07-31,104,PROV_0066,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,3,47,2023-01-01
2024-07-31,111,PROV_0067,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,85,2023-01-01
2024-07-31,105,PROV_0068,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,3,36,2023-01-01
2024-07-31,101,PROV_0069,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,81,2023-01-01
2024-07-31,106,PROV_0070,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,3,42,2023-01-01
2024-07-31,110,PROV_0071,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,14,124,2023-01-01
2024-07-31,103,PROV_0072,VT_NEW,New Patient,1,Appt_Sched_PF,Open,7,104,2023-01-01
2024-07-31,106,PROV_0073,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,104,2023-01-01
2024-07-31,102,PROV_0074,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,10,115,2023-01-01
2024-07-31,109,PROV_0075,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,4,49,2023-01-01
2024-07-31,106,PROV_0076,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,75,2023-01-01
2024-07-31,104,PROV_0077,VT_NEW,New Patient,1,Appt_Sched_PF,Open,7,95,2023-01-01
2024-07-31,103,PROV_0078,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,52,2023-01-01
2024-07-31,107,PROV_0079,VT_NEW,New Patient,1,Appt_Sched_PF,Open,10,124,2023-01-01
2024-07-31,109,PROV_0080,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,54,2023-01-01
2024-08-31,102,PROV_0001,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,4,58,2023-01-01
2024-08-31,110,PROV_0002,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,108,2023-01-01
2024-08-31,108,PROV_0003,VT_NEW,New Patient,1,Appt_Sched_PF,Open,11,117,2023-01-01
2024-08-31,106,PROV_0004,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,49,2023-01-01
2024-08-31,106,PROV_0005,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,98,2023-01-01
2024-08-31,111,PROV_0006,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,44,2023-01-01
2024-08-31,102,PROV_0007,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,11,87,2023-01-01
2024-08-31,109,PROV_0008,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,64,2023-01-01
2024-08-31,103,PROV_0009,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,58,2023-01-01
2024-08-31,102,PROV_0010,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,70,2023-01-01
2024-08-31,107,PROV_0011,VT_NEW,New Patient,1,Appt_Sched_PF,Open,3,38,2023-01-01
2024-08-31,112,PROV_0012,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,50,2023-01-01
2024-08-31,109,PROV_0013,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,71,2023-01-01
2024-08-31,110,PROV_0014,VT_NEW,New Patient,1,Appt_Sched_PF,Open,4,54,2023-01-01
2024-08-31,109,PROV_0015,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,69,2023-01-01
2024-08-31,110,PROV_0016,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,58,2023-01-01
2024-08-31,107,PROV_0017,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,78,2023-01-01
2024-08-31,102,PROV_0018,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,119,2023-01-01
2024-08-31,111,PROV_0019,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,83,2023-01-01
2024-08-31,106,PROV_0020,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,92,2023-01-01
2024-08-31,107,PROV_0021,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,123,2023-01-01
2024-08-31,105,PROV_0022,VT_NEW,New Patient,1,Appt_Sched_PF,Open,4,51,2023-01-01
2024-08-31,103,PROV_0023,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,90,2023-01-01
2024-08-31,112,PROV_0024,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,72,2023-01-01
2024-08-31,110,PROV_0025,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,88,2023-01-01
2024-08-31,108,PROV_0026,VT_NEW,New Patient,1,Appt_Sched_PF,Open,4,59,2023-01-01
2024-08-31,105,PROV_0027,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,55,2023-01-01
2024-08-31,110,PROV_0028,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,109,2023-01-01
2024-08-31,107,PROV_0029,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,9,106,2023-01-01
2024-08-31,106,PROV_0030,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,77,2023-01-01
2024-08-31,106,PROV_0031,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,3,38,2023-01-01
2024-08-31,103,PROV_0032,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,94,2023-01-01
2024-08-31,102,PROV_0033,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,108,2023-01-01
2024-08-31,107,PROV_0034,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,81,2023-01-01
2024-08-31,111,PROV_0035,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,84,2023-01-01
2024-08-31,101,PROV_0036,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,6,57,2023-01-01
2024-08-31,111,PROV_0037,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,77,2023-01-01
2024-08-31,110,PROV_0038,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,91,2023-01-01
2024-08-31,104,PROV_0039,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,95,2023-01-01
2024-08-31,108,PROV_0040,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,3,35,2023-01-01
2024-08-31,102,PROV_0041,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,72,2023-01-01
2024-08-31,110,PROV_0042,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,112,2023-01-01
2024-08-31,109,PROV_0043,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,12,122,2023-01-01
2024-08-31,105,PROV_0044,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,70,2023-01-01
2024-08-31,101,PROV_0045,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,73,2023-01-01
2024-08-31,112,PROV_0046,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,5,46,2023-01-01
2024-08-31,106,PROV_0047,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,82,2023-01-01
2024-08-31,111,PROV_0048,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,75,2023-01-01
2024-08-31,109,PROV_0049,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,123,2023-01-01
2024-08-31,110,PROV_0050,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,9,102,2023-01-01
2024-08-31,110,PROV_0051,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,67,2023-01-01
2024-08-31,103,PROV_0052,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,70,2023-01-01
2024-08-31,105,PROV_0053,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,70,2023-01-01
2024-08-31,106,PROV_0054,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,6,63,2023-01-01
2024-08-31,106,PROV_0055,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,88,2023-01-01
2024-08-31,101,PROV_0056,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,70,2023-01-01
2024-08-31,107,PROV_0057,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,91,2023-01-01
2024-08-31,109,PROV_0059,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,9,108,2023-01-01
2024-08-31,109,PROV_0060,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,54,2023-01-01
2024-08-31,112,PROV_0061,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,39,2023-01-01
2024-08-31,109,PROV_0062,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,105,2023-01-01
2024-08-31,105,PROV_0063,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,104,2023-01-01
2024-08-31,112,PROV_0064,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,99,2023-01-01
2024-08-31,105,PROV_0065,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,111,2023-01-01
2024-08-31,104,PROV_0066,VT_NEW,New Patient,1,Appt_Sched_PF,Open,4,62,2023-01-01
2024-08-31,111,PROV_0067,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,53,2023-01-01
2024-08-31,105,PROV_0068,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,2,44,2023-01-01
2024-08-31,101,PROV_0069,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,89,2023-01-01
2024-08-31,106,PROV_0070,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,6,67,2023-01-01
2024-08-31,110,PROV_0071,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,50,2023-01-01
2024-08-31,103,PROV_0072,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,115,2023-01-01
2024-08-31,106,PROV_0073,VT_NEW,New Patient,1,Appt_Sched_PF,Open,8,83,2023-01-01
2024-08-31,102,PROV_0074,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,8,93,2023-01-01
2024-08-31,109,PROV_0075,VT_NEW,New Patient,1,Appt_Sched_PF,Open,3,57,2023-01-01
2024-08-31,106,PROV_0076,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,9,107,2023-01-01
2024-08-31,104,PROV_0077,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,98,2023-01-01
2024-08-31,103,PROV_0078,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,4,46,2023-01-01
2024-08-31,107,PROV_0079,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,6,84,2023-01-01
2024-08-31,109,PROV_0080,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,102,2023-01-01
2024-09-30,102,PROV_0001,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,65,2023-01-01
2024-09-30,110,PROV_0002,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,62,2023-01-01
2024-09-30,108,PROV_0003,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,3,47,2023-01-01
2024-09-30,106,PROV_0004,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,95,2023-01-01
2024-09-30,106,PROV_0005,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,3,36,2023-01-01
2024-09-30,111,PROV_0006,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,58,2023-01-01
2024-09-30,102,PROV_0007,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,111,2023-01-01
2024-09-30,109,PROV_0008,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,82,2023-01-01
2024-09-30,103,PROV_0009,VT_NEW,New Patient,1,Appt_Sched_PF,Open,4,48,2023-01-01
2024-09-30,102,PROV_0010,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,58,2023-01-01
2024-09-30,107,PROV_0011,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,76,2023-01-01
2024-09-30,112,PROV_0012,VT_NEW,New Patient,1,Appt_Sched_PF,Open,4,44,2023-01-01
2024-09-30,109,PROV_0013,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,116,2023-01-01
2024-09-30,110,PROV_0014,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,92,2023-01-01
2024-09-30,109,PROV_0015,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,38,2023-01-01
2024-09-30,110,PROV_0016,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,100,2023-01-01
2024-09-30,107,PROV_0017,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,100,2023-01-01
2024-09-30,102,PROV_0018,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,11,111,2023-01-01
2024-09-30,111,PROV_0019,VT_NEW,New Patient,1,Appt_Sched_PF,Open,5,57,2023-01-01
2024-09-30,106,PROV_0020,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,87,2023-01-01
2024-09-30,107,PROV_0021,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,88,2023-01-01
2024-09-30,105,PROV_0022,VT_NEW,New Patient,1,Appt_Sched_PF,Open,7,63,2023-01-01
2024-09-30,103,PROV_0023,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,111,2023-01-01
2024-09-30,112,PROV_0024,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,13,117,2023-01-01
2024-09-30,110,PROV_0025,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,82,2023-01-01
2024-09-30,108,PROV_0026,VT_NEW,New Patient,1,Appt_Sched_PF,Open,9,87,2023-01-01
2024-09-30,105,PROV_0027,VT_NEW,New Patient,1,Appt_Sched_PF,Open,4,57,2023-01-01
2024-09-30,110,PROV_0028,VT_NEW,New Patient,1,Appt_Sched_PF,Open,12,114,2023-01-01
2024-09-30,107,PROV_0029,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,89,2023-01-01
2024-09-30,106,PROV_0030,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,65,2023-01-01
2024-09-30,106,PROV_0031,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,4,39,2023-01-01
2024-09-30,103,PROV_0032,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,81,2023-01-01
2024-09-30,102,PROV_0033,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,44,2023-01-01
2024-09-30,107,PROV_0034,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,104,2023-01-01
2024-09-30,111,PROV_0035,VT_NEW,New Patient,1,Appt_Sched_PF,Open,7,101,2023-01-01
2024-09-30,101,PROV_0036,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,72,2023-01-01
2024-09-30,111,PROV_0037,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,42,2023-01-01
2024-09-30,110,PROV_0038,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,13,108,2023-01-01
2024-09-30,104,PROV_0039,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,80,2023-01-01
2024-09-30,108,PROV_0040,VT_NEW,New Patient,1,Appt_Sched_PF,Open,6,71,2023-01-01
2024-09-30,102,PROV_0041,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,65,2023-01-01
2024-09-30,110,PROV_0042,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,115,2023-01-01
2024-09-30,109,PROV_0043,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,3,36,2023-01-01
2024-09-30,105,PROV_0044,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,68,2023-01-01
2024-09-30,101,PROV_0045,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,82,2023-01-01
2024-09-30,112,PROV_0046,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,71,2023-01-01
2024-09-30,106,PROV_0047,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,13,123,2023-01-01
2024-09-30,111,PROV_0048,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,75,2023-01-01
2024-09-30,109,PROV_0049,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,40,2023-01-01
2024-09-30,110,PROV_0050,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,49,2023-01-01
2024-09-30,110,PROV_0051,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,47,2023-01-01
2024-09-30,103,PROV_0052,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,77,2023-01-01
2024-09-30,105,PROV_0053,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,4,39,2023-01-01
2024-09-30,106,PROV_0054,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,8,102,2023-01-01
2024-09-30,106,PROV_0055,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,77,2023-01-01
2024-09-30,101,PROV_0056,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,7,73,2023-01-01
2024-09-30,107,PROV_0057,VT_NEW,New Patient,1,Appt_Sched_PF,Open,8,92,2023-01-01
2024-09-30,109,PROV_0059,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,8,85,2023-01-01
2024-09-30,109,PROV_0060,VT_NEW,New Patient,1,Appt_Sched_PF,Open,8,81,2023-01-01
2024-09-30,112,PROV_0061,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,7,80,2023-01-01
2024-09-30,109,PROV_0062,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,76,2023-01-01
2024-09-30,105,PROV_0063,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,3,57,2023-01-01
2024-09-30,112,PROV_0064,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,12,118,2023-01-01
2024-09-30,105,PROV_0065,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,5,66,2023-01-01
2024-09-30,104,PROV_0066,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,75,2023-01-01
2024-09-30,111,PROV_0067,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,2,39,2023-01-01
2024-09-30,105,PROV_0068,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,78,2023-01-01
2024-09-30,101,PROV_0069,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,110,2023-01-01
2024-09-30,106,PROV_0070,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,80,2023-01-01
2024-09-30,110,PROV_0071,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,75,2023-01-01
2024-09-30,103,PROV_0072,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,12,119,2023-01-01
2024-09-30,106,PROV_0073,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,103,2023-01-01
2024-09-30,102,PROV_0074,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,98,2023-01-01
2024-09-30,109,PROV_0075,VT_NEW,New Patient,1,Appt_Sched_PF,Open,8,102,2023-01-01
2024-09-30,106,PROV_0076,VT_NEW,New Patient,1,Appt_Sched_PF,On My Way,9,107,2023-01-01
2024-09-30,104,PROV_0077,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,64,2023-01-01
2024-09-30,103,PROV_0078,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,8,108,2023-01-01
2024-09-30,107,PROV_0079,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,96,2023-01-01
2024-09-30,109,PROV_0080,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,9,92,2023-01-01
2024-10-31,102,PROV_0001,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,7,80,2023-01-01
2024-10-31,110,PROV_0002,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,6,49,2023-01-01
2024-10-31,108,PROV_0003,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,14,111,2023-01-01
2024-10-31,106,PROV_0004,VT_NEW,New Patient,1,Appt_Sched_PF,Ticket,6,72,2023-01-01
2024-10-31,106,PROV_0005,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,10,98,2023-01-01
2024-10-31,111,PROV_0006,VT_NEW,New Patient,1,Appt_Sched_PF,Open,10,116,2023-01-01
2024-10-31,102,PROV_0007,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,5,48,2023-01-01
2024-10-31,109,PROV_0008,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,9,107,2023-01-01
2024-10-31,103,PROV_0009,VT_NEW,New Patient,1,Appt_Sched_PF,Direct,4,39,2023-01-01
